user product prediction
(2,394,3.5857335448263155)
(2,420,2.854731677368296)
(2,464,3.234129124898923)
(2,502,2.5009739565419906)
(2,532,3.4493511179699867)
(2,628,3.1704717362856325)
(2,674,3.2235776177946764)
(2,936,3.394032966260367)
(2,1069,2.009453805997097)
(2,1071,3.468523078815959)
(2,1296,3.2907224955964134)
(2,1343,3.662947426199138)
(2,1416,3.647789909716476)
(2,1636,3.5894201121903064)
(2,1719,3.4858675939559824)
(2,1773,3.51215168659273)
(2,1872,2.3826111472083626)
(2,1913,3.0674382608915796)
(2,2125,1.6538581461527844)
(2,2300,3.286560511441769)
(2,2403,3.6692360061872957)
(2,2703,3.2789701758617396)
(2,2860,3.5188825573223146)
(2,2942,3.897937803512635)
(2,3066,3.5591802267779773)
(2,3210,3.2532488976603102)
(2,3226,3.3620023441437032)
(2,3257,2.6175359683832826)
(2,3324,3.64308085104677)
(2,3373,2.1903773847995405)
(2,3398,3.0570471892485296)
(2,3400,3.617240879212322)
(2,3440,2.2502739359893)
(2,3450,3.1970861779299895)
(2,3458,2.8214515820331285)
(2,3563,3.557937086594393)
(2,3711,3.7456825121423316)
(3,8,3.3315765509092787)
(3,19,4.134924367556712)
(3,20,4.329397134677645)
(3,23,4.086241263795464)
(3,42,3.9253030842994976)
(3,44,3.4220612419467056)
(3,64,4.017920614390706)
(3,92,4.012016311411395)
(3,105,3.9768292020246743)
(3,107,3.5961642931476643)
(3,120,3.5762690121030896)
(3,141,3.324850280410174)
(3,167,3.88934723502637)
(3,173,3.5539502418165254)
(3,303,4.2900233851778875)
(3,409,3.9074142774677907)
(3,454,3.4452396707643214)
(3,490,3.6361979147973207)
(3,497,2.9107062049063)
(3,509,3.403920392505406)
(3,523,3.4726220554351617)
(3,526,3.322714757464681)
(3,540,4.003223434042997)
(3,654,3.459223088936802)
(3,872,3.10290563036557)
(3,974,4.333777780307531)
(3,1551,3.923468759155817)
(3,2785,3.2231341551714734)
(3,3286,2.0093344871785246)
(3,3385,4.12211098456738)
(3,3392,2.9560172534977474)
(3,3512,3.5648009894961112)
(3,3707,4.178367100256314)
(4,17,2.632257326257827)
(4,21,3.996416898500052)
(4,71,3.475991484286319)
(4,78,3.3063065685712023)
(4,85,3.737437726167818)
(4,130,3.4329835912832856)
(4,154,3.5422296847262773)
(4,168,4.109699520159713)
(4,174,3.5007141698825444)
(4,219,3.769937736214215)
(4,384,3.184690353405698)
(4,401,3.2189366121599603)
(4,543,3.1662146605572903)
(4,547,4.182211538361871)
(4,583,3.4036264904830773)
(4,978,3.386371043276358)
(4,1127,4.104214106078881)
(4,1511,3.586033596172485)
(4,1615,2.357041715891439)
(4,1914,3.0358012252400495)
(4,2051,2.573842913828534)
(4,2340,4.224391466140593)
(4,2565,3.7565593770975556)
(4,2804,4.007828326256078)
(4,3175,4.0649720464863215)
(4,3592,3.785616659644998)
(5,16,3.3769365730578387)
(5,42,3.321811881582538)
(5,54,3.1867922258312205)
(5,110,2.9570140557156357)
(5,222,2.587876111418929)
(5,257,2.741581729957714)
(5,266,3.1999370404006937)
(5,348,3.244599476949287)
(5,600,3.4628741208869096)
(5,613,3.4266313702844133)
(5,718,3.2805477537573697)
(5,723,3.0708357032829277)
(5,945,2.938287367261542)
(5,1043,3.605125062214514)
(5,1244,3.206270889564978)
(5,1493,2.3848907950621503)
(5,1747,1.4640222902917968)
(5,2089,3.0154461245835096)
(5,2199,3.6292900114010243)
(5,2414,3.587130909941453)
(5,2575,2.925177765984977)
(5,2639,3.489423052781976)
(5,2844,3.5715593607212996)
(5,3224,2.7474150923486835)
(6,86,3.8542142187105544)
(6,97,3.3953385202427713)
(6,242,3.5033782454704805)
(6,448,3.1731462826048062)
(6,530,3.675153893602859)
(6,691,2.8051825430428456)
(6,884,2.8748074656426383)
(6,961,3.5469078071615563)
(6,1400,3.0536109994053318)
(6,1471,3.2276355304561024)
(6,1667,3.175948279226141)
(6,2059,2.2112531214666076)
(6,2071,3.0985234776864616)
(6,2095,2.9111910717784584)
(6,2296,3.1451023811030074)
(6,2341,3.4304076947265814)
(6,2381,1.8021763337054206)
(6,2431,2.695102724490102)
(6,2787,3.4271979770328675)
(6,2866,3.2883558569233093)
(6,2969,0.6229452160511706)
(6,3108,3.5245821779874724)
(6,3110,2.484881607035294)
(6,3661,1.6244108975502651)
(7,867,3.7201332876284283)
(7,1096,4.090407145557634)
(7,1132,3.955826672636997)
(7,1206,3.73091071401909)
(7,1284,4.012284458400549)
(7,1758,2.522857504134949)
(7,1783,3.8616991322301746)
(7,1788,3.3305553820214797)
(7,1907,3.975839786021373)
(7,2103,2.814714434828192)
(7,2129,3.6863323102832384)
(7,2137,2.3602219626565297)
(7,2348,3.2564079252381557)
(7,2581,3.5053781088490474)
(7,2670,3.781976314410632)
(7,2676,2.4607755452822366)
(7,2722,3.4716080329774863)
(7,3146,3.6655049569503197)
(7,3321,1.136536831851903)
(7,3377,3.4330659852873766)
(7,3383,2.9986571220630265)
(7,3669,0.8631104972149594)
(7,3676,2.822686147645315)
(8,97,3.1017618347500386)
(8,123,2.839006863134159)
(8,187,3.0093778243880265)
(8,209,2.791158147826735)
(8,310,2.49880563228806)
(8,360,2.8946596927374912)
(8,442,2.7071686795612524)
(8,459,2.997603907771568)
(8,474,3.0833655000589086)
(8,504,2.4974673303231794)
(8,584,3.1108305406593164)
(8,615,2.3961573417292135)
(8,775,2.1041463368802766)
(8,819,2.8706943939443903)
(8,917,3.1699255366116663)
(8,949,3.4732272177992725)
(8,1006,2.935202143538351)
(8,1362,2.2939162663558625)
(8,1392,3.3587212281277474)
(8,2663,2.97593105371295)
(9,178,3.8189906371253914)
(9,272,3.7098583103533995)
(9,762,2.8833622445942684)
(9,890,3.388135835043994)
(9,939,3.427712495105891)
(9,971,2.9062457478663517)
(9,1007,3.670993684874023)
(9,1179,3.8241680118480517)
(9,1382,2.714329222481285)
(9,1660,3.8040967241866452)
(9,1842,2.813902419312025)
(9,1932,4.328423800571914)
(9,1950,3.2772572295350204)
(9,2224,3.5107921445234544)
(9,2262,2.2547490320201558)
(9,2417,3.7819963737159235)
(9,2713,4.0323966891176415)
(9,2737,1.2344314694155698)
(9,3473,3.85951635631709)
(10,216,4.001603325479154)
(10,268,4.14770892664734)
(10,1216,3.264606480436436)
(10,1241,3.602752151317209)
(10,1401,4.156546372605952)
(10,1499,4.213965098216285)
(10,2056,4.149419288386735)
(10,2210,4.139639219951421)
(10,2464,2.9155210245366736)
(10,2576,3.8291695512527015)
(10,2795,4.103281180527011)
(10,3061,2.902612954534706)
(10,3076,3.7592433728947756)
(10,3130,4.1589339136872585)
(10,3303,3.7369800180437336)
(10,3331,4.110882143182341)
(10,3368,3.045120336066182)
(10,3411,4.005829977097658)
(10,3712,3.07998453689982)
(11,2,3.496286754555474)
(11,642,4.030748811027138)
(11,1043,4.405898063828098)
(11,1143,3.501741425597949)
(11,1160,3.888708715316409)
(11,1386,3.477461479115026)
(11,1427,4.230997340250596)
(11,1844,4.397087821616723)
(11,2282,3.0108401175008286)
(11,2486,4.654876324650656)
(11,2524,4.464446192992967)
(11,2728,4.296462766619486)
(11,2886,3.873707294510583)
(11,2957,3.6989969412153973)
(11,3219,2.533531428451584)
(11,3249,3.9920585625836003)
(11,3269,3.8480152642719037)
(11,3672,3.778926217250912)
(11,3675,3.3584628594186876)
(12,652,3.5691746257415207)
(12,915,3.959798897466978)
(12,1076,4.488305625878009)
(12,1168,3.6135149338311074)
(12,1347,1.8475785614881177)
(12,1430,3.4465195483293876)
(12,1562,3.0596566963696974)
(12,1654,2.124016732195072)
(12,1756,2.2329667589255564)
(12,1879,3.421157159851297)
(12,1991,4.622157101459253)
(12,2106,2.226374750565247)
(12,2128,4.045887845807855)
(12,2336,3.0634061362169858)
(12,2421,4.140515281564079)
(12,2667,3.505965701214001)
(12,2829,4.325579075710979)
(12,2967,3.770046186788158)
(13,20,4.707299475055245)
(13,56,4.129218238752635)
(13,226,3.8750934872841256)
(13,346,4.595581122669954)
(13,354,4.219095127069378)
(13,400,4.2003118332671106)
(13,826,4.331580242837797)
(13,974,4.657302277926076)
(13,1102,3.683084810262434)
(13,1946,3.931522864139039)
(13,2579,4.703238937767165)
(13,2947,3.9382121716613723)
(13,3674,4.150722759574612)
(13,3699,3.9191001378834547)
(14,27,3.4577504123009)
(14,47,3.5133812195233025)
(14,82,2.771593247175137)
(14,85,3.4994254910894202)
(14,86,3.803783347536964)
(14,97,3.419003204376815)
(14,166,3.4638614894198074)
(14,315,3.3519775497799253)
(14,319,2.266603334646401)
(14,536,3.5046871775315735)
(14,909,3.6304326904699282)
(14,1226,4.065330240855123)
(14,2052,3.2033009740114045)
(14,2825,3.1726895781999405)
(15,69,3.4068298039586957)
(15,440,3.155996736302039)
(15,506,3.452810013331198)
(15,568,3.255670069150116)
(15,674,2.972025412794065)
(15,759,3.455819049842971)
(15,932,3.6626872217006072)
(15,1180,1.9926045899284257)
(15,1689,3.644225382398898)
(15,1828,3.3361014496502293)
(15,2277,1.327862687688274)
(15,2905,2.448675104568813)
(15,3605,3.284606800451194)
(16,846,3.048240401442664)
(16,891,2.9850130186488832)
(16,962,2.3932389041451194)
(16,1595,2.935309194761345)
(16,1626,1.1976758812466555)
(16,1884,2.9742802015088725)
(16,2107,2.3503935630775525)
(16,2196,2.484305882507221)
(16,2216,2.8744254490338497)
(16,2640,2.6800179642438406)
(16,2725,3.1256750727974696)
(16,2941,3.0620692061088817)
(16,3379,2.4053914608672824)
(17,934,2.246110445900041)
(17,1000,1.7705458800850935)
(17,1069,1.4895001702541264)
(17,1622,2.0109580777800615)
(17,1634,2.5543883131714438)
(17,2115,1.688149819194154)
(17,2172,2.389206964099084)
(17,2419,0.810908847842529)
(17,2475,2.069682574865865)
(17,3220,2.261122425711543)
(17,3349,1.9585937898499326)
(17,3610,1.4524342305136158)
(17,3719,0.7302771324216544)
(18,112,3.6813496075138534)
(18,113,3.7418156011808996)
(18,138,3.6001293174233213)
(18,235,3.852432997708824)
(18,379,3.5759910899256093)
(18,478,3.5745222297206727)
(18,889,3.552457284696478)
(18,1036,3.3371001049041085)
(18,1155,3.7123688884712265)
(18,1274,2.8877636159760636)
(18,2367,1.4852194078570897)
(18,3626,3.8077458486490823)
(19,8,2.7595089832252113)
(19,46,3.3545823814310416)
(19,56,3.0894088701897973)
(19,208,3.370451352661012)
(19,310,2.8739232750991834)
(19,363,2.1889105708591323)
(19,427,3.188951046906811)
(19,433,3.1366371631765597)
(19,497,2.380171046590987)
(19,983,3.3543089264995785)
(19,1010,3.4356936231647035)
(19,3169,3.004270923452907)
(20,201,2.860263389191714)
(20,230,3.0755335762328087)
(20,238,3.2175525403406664)
(20,242,2.9463000449657426)
(20,277,2.9164933507859985)
(20,281,2.548073495280657)
(20,352,3.068682899586083)
(20,356,2.68782035794061)
(20,573,2.7983075527484442)
(20,949,3.331202689327453)
(20,984,2.604568981028282)
(20,2171,2.8080930649931615)
(21,661,3.1933218570351185)
(21,760,2.437392565696667)
(21,859,2.941135062742137)
(21,1100,3.0013672522317436)
(21,1148,2.8539630514986527)
(21,1481,3.75826726900838)
(21,1832,3.280737047946106)
(21,2014,2.0539105325040747)
(21,2220,2.3961171513840673)
(21,2712,3.496480785855617)
(21,3381,2.446777375073866)
(21,3399,3.150306411103511)
(22,11,3.979901884459643)
(22,137,3.6679586397473516)
(22,146,3.7722231076156483)
(22,244,3.7667659395542685)
(22,262,3.887043385043384)
(22,399,3.2199431804539396)
(22,425,3.6187830855232948)
(22,554,3.3138225045144294)
(22,810,3.8195577199060198)
(22,917,3.895889010985468)
(22,2991,2.6656096395197775)
(22,3584,3.7091529662901075)
(23,19,3.1469530061286646)
(23,88,3.105660945302552)
(23,180,2.7454407675509716)
(23,259,2.324162711830895)
(23,266,3.0953069224881276)
(23,528,2.61854377167997)
(23,558,3.169405288405355)
(23,613,3.05575289061537)
(23,2045,2.904433542411935)
(23,2167,2.3494744609381675)
(23,2859,2.375294613552247)
(23,3161,2.7566229713324675)
(24,813,4.139634260930884)
(24,1496,3.50041473134104)
(24,1675,3.3436592975525317)
(24,1787,3.1274403686705874)
(24,1864,3.161057959295736)
(24,2175,3.291325434600748)
(24,2528,3.7695148843900457)
(24,2733,4.158006863999973)
(24,2968,1.9441099481821553)
(24,3256,2.9035321453796588)
(24,3328,2.762384751877279)
(24,3647,2.9592058124296363)
(25,40,3.0658630779085425)
(25,61,3.188996374248804)
(25,78,2.441935671705994)
(25,90,3.0406303817797142)
(25,150,2.8102006917370814)
(25,207,3.0967092640645353)
(25,274,3.1271461838402415)
(25,301,2.6449517939252116)
(25,414,2.8740137556466125)
(25,1062,2.4383674795394645)
(25,1170,1.9337979329527504)
(25,3052,2.8517735230134145)
(26,34,4.386465547577271)
(26,193,4.54508967310046)
(26,199,4.767640297172571)
(26,214,4.393850362838375)
(26,406,4.382964651130099)
(26,647,4.731737336139487)
(26,822,2.928864865580869)
(26,866,3.9294850601353546)
(26,1163,2.383769622377762)
(26,1251,3.704548097939192)
(26,1514,4.198336956653556)
(26,2117,4.019444443251279)
(27,474,2.9397878900258094)
(27,530,3.1727012982520417)
(27,780,3.224003187373068)
(27,805,2.0496608632362685)
(27,1161,2.7799599480250032)
(27,1790,3.0809052792184115)
(27,2299,3.1021684347725333)
(27,2328,2.983381439894548)
(27,2818,2.848083514081748)
(27,2960,2.980470732842566)
(27,3284,2.319871957612257)
(28,110,3.1536690308149375)
(28,271,3.573920651863941)
(28,272,3.636217860632153)
(28,773,2.660382999295523)
(28,1286,3.4356206088026635)
(28,1442,3.5218139349145097)
(28,2490,3.5068986376662097)
(28,2591,3.258681282941373)
(28,3502,3.2824509132059836)
(28,3531,3.926168376842387)
(28,3694,3.900694158017126)
(29,463,1.8697865034117438)
(29,1220,2.267648714771412)
(29,1374,1.3815700393503882)
(29,2335,1.989430709349305)
(29,2399,1.414150343743638)
(29,2473,0.9940006917279911)
(29,3118,2.3226826215514973)
(29,3375,1.8618624708537035)
(29,3503,1.085401570251408)
(29,3673,1.3200574097587143)
(29,3687,1.532395158832641)
(30,30,3.9053994418723246)
(30,61,4.019122900509888)
(30,74,3.2201346515711284)
(30,117,3.715788156896685)
(30,153,2.534372318069611)
(30,171,3.2273142286637264)
(30,178,3.753847524271885)
(30,242,3.6790275276222877)
(30,560,3.515595347006248)
(30,2019,3.484832036046508)
(30,3129,3.436577683044619)
(31,492,3.0057011633426285)
(31,747,2.884920026155554)
(31,1710,2.627851737717545)
(31,2134,3.4900489957319074)
(31,2183,2.764818474557366)
(31,2347,3.4615670241814995)
(31,2680,3.453213044387024)
(31,2948,1.262600946756119)
(31,3262,2.7973162667217113)
(31,3483,3.1530371953435994)
(31,3553,2.9777586298096668)
(32,45,3.97189476304859)
(32,108,3.975646836539725)
(32,186,3.803681027460536)
(32,217,3.978856310203933)
(32,232,3.5749010210209398)
(32,267,3.5685853165192833)
(32,405,2.629473683261129)
(32,601,3.086869674863614)
(32,1177,3.256200808617061)
(32,2133,3.8979887067063803)
(32,3479,3.9323038168602666)
(33,143,3.0800135761510288)
(33,234,3.6618422771475685)
(33,328,3.632472663968212)
(33,447,2.2723648663427705)
(33,852,3.625644490036874)
(33,940,3.972057852404643)
(33,1096,3.89893972511352)
(33,1521,3.707548273645552)
(33,1781,3.19249573932889)
(33,2573,3.6274616941132)
(33,2758,2.077320848687646)
(34,642,3.316766233565496)
(34,881,3.379528771293673)
(34,1282,3.202913528375844)
(34,2114,3.3689700246543235)
(34,2160,2.8507817052396685)
(34,2285,3.5813299970895645)
(34,2424,3.3759206308751444)
(34,2907,3.0887767995293496)
(34,3367,3.5432997019034147)
(34,3457,3.3666225633289035)
(34,3501,3.152256088283562)
(35,70,2.565695338452227)
(35,133,2.7271106320787517)
(35,187,2.6186155843391763)
(35,238,2.700847519744705)
(35,327,1.6516239409117124)
(35,365,2.674124511004069)
(35,459,2.3687557794816096)
(35,696,2.7834539062934667)
(35,1057,2.644131856450193)
(35,1150,1.9174331847206962)
(35,3121,2.378095029410776)
(36,5,3.3116345292254405)
(36,29,3.5138160545145554)
(36,57,3.425229079705198)
(36,212,3.516920576267741)
(36,298,3.0035715328169705)
(36,321,3.2441902918546437)
(36,396,3.4598164030598335)
(36,500,3.4017535520786732)
(36,603,3.0257857955279146)
(36,616,3.4155421859993385)
(37,657,4.077404903098902)
(37,711,3.9403860764141734)
(37,1263,3.7763021298212696)
(37,1292,3.846044992532339)
(37,1558,3.29857280251931)
(37,2384,3.4417444724584283)
(37,3203,3.180455771471963)
(37,3455,3.954834860272747)
(37,3456,2.6520932416053675)
(37,3622,3.8164211723409793)
(38,10,3.95573771285892)
(38,39,3.942534469160168)
(38,45,3.655567031433505)
(38,462,3.540761748971283)
(38,1260,3.9123669320838013)
(38,1577,3.743869182407219)
(38,1851,3.917331381131043)
(38,2580,3.8376038003809727)
(38,2869,3.6671497830410327)
(38,3577,3.7303438767546853)
(39,61,3.9566256849567205)
(39,71,3.1465673477814002)
(39,78,3.0884820536777076)
(39,110,3.29979405096479)
(39,201,3.481388452245486)
(39,346,3.8781585146587156)
(39,360,3.4534985686173636)
(39,615,2.8004464968183447)
(39,814,3.7200007340097594)
(39,1419,3.5401709417751768)
(40,552,3.4447707696430054)
(40,848,3.3014029329996566)
(40,856,3.534266875166794)
(40,1247,3.171142078576854)
(40,1580,2.9965579627104004)
(40,1845,2.8471884712018865)
(40,2201,3.362165685092669)
(40,2203,3.4879884350902817)
(40,2449,3.0810712492184247)
(40,3423,3.434264677052971)
(41,36,3.43768938984712)
(41,40,4.436535957103114)
(41,64,4.324866629371303)
(41,198,4.445757942848838)
(41,294,3.8260469378654696)
(41,300,4.3063341025473125)
(41,311,4.384453415680996)
(41,435,2.83659118741922)
(41,579,4.212388883360688)
(41,3572,2.849970549300178)
(42,96,3.517614887016741)
(42,172,3.8754283435047467)
(42,534,3.9836138974818427)
(42,922,2.700066421811975)
(42,935,3.9200667808809313)
(42,1980,1.4611694597489118)
(42,2126,3.489726898146094)
(42,2317,1.8600215573759287)
(42,2873,3.314878761907332)
(42,3316,3.3075860515781366)
(43,240,4.116593250459922)
(43,491,3.4634589399119093)
(43,521,4.166707818966285)
(43,739,2.4375067001610056)
(43,968,4.121936695889538)
(43,1055,3.621229331224015)
(43,1154,4.185428828648599)
(43,1407,4.167833404345669)
(43,2237,4.0895529418122765)
(43,2593,4.624545700796102)
(44,332,3.7390592097397577)
(44,1125,3.0702151483660964)
(44,1587,3.624091734351099)
(44,1743,2.62927005579134)
(44,1896,3.0811558294287096)
(44,2343,3.6489238416145673)
(44,2561,2.933162761490463)
(44,3238,1.3604672648103353)
(44,3374,3.1541000069822043)
(45,522,3.4541118993304476)
(45,737,3.6226697193744632)
(45,790,3.6019381320123767)
(45,986,4.3664384227811155)
(45,1520,4.352779229049513)
(45,1542,4.467370442168106)
(45,2326,2.0392390283557185)
(45,2622,4.00629440783955)
(45,3060,2.805542113240107)
(46,5,2.329842764699782)
(46,9,1.8830334888404554)
(46,31,2.3987896968450926)
(46,54,2.06926839570124)
(46,60,2.0046447129060336)
(46,190,2.419443278450898)
(46,549,2.277612943229152)
(46,646,2.532193237463311)
(46,1027,2.7475047554908087)
(47,8,2.8964360508570772)
(47,17,2.4623047234154694)
(47,259,2.91230369669622)
(47,774,3.67226552018184)
(47,976,3.476232409192468)
(47,1757,2.32835067090063)
(47,2281,0.22711880825578457)
(47,2520,3.4345556501382015)
(47,2773,3.4366392634116893)
(48,0,3.2073126805253427)
(48,17,2.4751925862473674)
(48,46,3.8063862925765077)
(48,289,3.5320668808430407)
(48,1276,3.603056452702854)
(48,1509,2.100129057249593)
(48,2211,4.035808019470988)
(48,2675,3.447930319488962)
(48,3081,2.118207910621976)
(49,257,2.8320612177867766)
(49,368,2.4501017638854705)
(49,1167,3.3165807912043657)
(49,1530,4.135185617492527)
(49,2657,1.4689879666157126)
(49,2706,3.748185143015984)
(49,3012,3.0512028195261482)
(49,3432,3.234092054051833)
(49,3509,2.7891150855651343)
(50,21,2.9960651889312757)
(50,31,2.8875274498101557)
(50,90,2.9016134709151893)
(50,313,2.921987274902925)
(50,685,3.0790722520622804)
(50,1115,2.5369338215836255)
(50,1173,3.0035088991544594)
(50,1610,2.394067914547787)
(50,3668,2.9728456410494477)
(51,70,3.8414515859333016)
(51,113,4.020669766716155)
(51,143,3.1933329359487357)
(51,150,3.6351206301416)
(51,328,3.7646882620776148)
(51,1488,2.952315453652391)
(51,1637,3.8392444145471845)
(51,3406,4.032517468534392)
(51,3649,3.5085644050659464)
(52,464,3.0616518977246607)
(52,541,3.3243490319245956)
(52,905,3.5484192899757634)
(52,1037,3.691646226770437)
(52,1272,2.882336393864438)
(52,2207,3.5323674910659)
(52,2959,2.6239256509843947)
(52,3397,2.7116778678717806)
(52,3436,0.8908983976114191)
(53,6,4.377965829452706)
(53,220,4.234988668771682)
(53,629,4.8378535659777295)
(53,649,4.177882532059263)
(53,667,3.8193152366011596)
(53,735,4.6544036459523666)
(53,3028,3.2245361848194865)
(53,3136,3.55108244222556)
(53,3437,4.592853842071231)
(54,259,2.030178563608076)
(54,368,1.2715872589842223)
(54,680,2.065515856245097)
(54,761,1.6418869195739627)
(54,1298,2.6241332978803915)
(54,1939,2.0764619944762215)
(54,2112,1.4151226883923251)
(54,2416,1.2675795026231838)
(55,1,3.9410242538946534)
(55,9,3.354417717490632)
(55,16,3.7975107389332687)
(55,17,2.579567254854504)
(55,21,3.947010241231757)
(55,39,3.960108478993711)
(55,109,2.979664128185576)
(55,168,4.109315410317922)
(56,317,3.8449743702060797)
(56,522,3.2870845882593804)
(56,782,3.102492042528845)
(56,1059,2.1403942275844625)
(56,1631,3.1593033575734637)
(56,2753,3.6377704212748894)
(56,3085,3.67711132787446)
(56,3667,4.673853997064147)
(57,3,3.8227780978684476)
(57,36,3.1288466086115063)
(57,130,2.982282138944763)
(57,169,3.9980838603541495)
(57,188,3.77341313415745)
(57,205,3.9153047653774613)
(57,1130,2.7110274272199986)
(57,2973,3.526635988282867)
(58,2,3.060093923279726)
(58,11,3.857309389182756)
(58,24,3.3802300436508173)
(58,40,3.8134583850916512)
(58,623,3.2833785869203624)
(58,1480,1.9900963832453467)
(58,1697,3.9010818647918084)
(58,3690,3.5600863444755597)
(59,66,3.692698985835859)
(59,355,1.8283303364277816)
(59,356,3.1719181478342344)
(59,379,3.6921808669377096)
(59,1571,3.6086456801855418)
(59,1873,2.9472065777081875)
(59,2816,3.8945129566417913)
(59,3078,1.901563804435905)
(60,502,2.691043732037146)
(60,1287,3.688676657997325)
(60,1452,2.8817820192592065)
(60,1502,3.467096162531947)
(60,1748,3.3686542036053124)
(60,2028,2.4053291689350034)
(60,3063,2.1731301694512117)
(60,3366,3.194126997576668)
(61,161,3.7280118675468783)
(61,269,3.6267682735301294)
(61,306,4.0011189073267515)
(61,552,4.171299612327776)
(61,597,3.3841238910810025)
(61,720,3.6867199967402913)
(61,1239,3.3019337833942455)
(61,3616,3.8076656191905434)
(62,16,3.1692401431662045)
(62,1711,3.1617371122968865)
(62,1953,3.2115003013879395)
(62,2135,2.5500982449254708)
(62,2208,2.6141299393183193)
(62,2937,2.7832793323389566)
(62,2992,2.89892438589648)
(62,3671,3.233655862151061)
(63,29,2.7572577367376847)
(63,53,2.9250230949531693)
(63,103,2.8105543219444478)
(63,1588,2.9473317526945486)
(63,1799,2.7659551255658323)
(63,1881,1.6727338856809502)
(63,2965,3.1752128735729808)
(63,3305,0.41462111296583437)
(64,47,2.89620347212349)
(64,752,2.90776744672202)
(64,909,2.856982471130036)
(64,1067,3.073633671220036)
(64,1138,2.0640939030954772)
(64,2228,2.994973034609425)
(64,2759,2.666105450645869)
(64,3119,1.7688823185460727)
(65,52,3.565863124553706)
(65,162,3.0176378910908768)
(65,633,2.9802128645746557)
(65,663,3.2488605530563968)
(65,1974,2.4239485011126676)
(65,2519,2.0551100986654363)
(65,3043,3.407466068290433)
(65,3710,2.6050655413210553)
(66,154,3.420829023278894)
(66,853,3.9988153161745226)
(66,2007,4.440631923913636)
(66,2651,2.159833557728849)
(66,2702,4.002481641580686)
(66,2771,2.6866485694444115)
(66,3033,3.672617630807019)
(66,3180,2.7827020902346873)
(67,702,1.3707070519618083)
(67,814,2.537899621264565)
(67,1431,2.968218712771647)
(67,1517,2.282169278759932)
(67,2502,1.841144563518948)
(67,2677,2.6084397517995157)
(67,2932,3.139161650116508)
(67,3442,1.9940459026222337)
(68,2339,3.188184471740966)
(68,2613,1.6878279284037692)
(68,2730,3.7647421872449383)
(68,3164,3.4833920483330223)
(68,3208,3.3229847049411103)
(68,3216,3.04867119388923)
(68,3480,3.726768995231268)
(68,3619,3.8051232636726664)
(69,10,3.484738070238034)
(69,99,3.3348816786145434)
(69,108,3.213553791697988)
(69,429,3.2791121215050105)
(69,500,3.2012445766345166)
(69,632,3.005268604851248)
(69,1146,2.748491394366922)
(69,2828,1.1954718396744077)
(70,160,3.556318532184557)
